WN001	WN002	WN003	WN008	WN009	WN011	WN013	WN016	WN019	WN020	WN021	WN024	WN025	WN027	WN028	WN032	WN033	WN037	WN039	WN041	WN044	WN046	WN050	WN053	WN054	WN056	WN057	WN059	WN060	WN061	WN062	WN068	WN069	WN071	WN076	WN077	WN079
binIII8570000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII8720000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII8730000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII9000000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII9010000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII9650000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII9660000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII10060000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII10070000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII10950000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII10960000	-1	1	1	-1	1	1	-1	1	1	1	-1	-1	-1	1	1	-1	1	1	1	1	-1	1	-1	-1	-1	1	1	1	-1	-1	1	-1	-1	1	-1	1	-1
binIII11180000	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11190000	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11200000	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11210000	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11260000	1	1	1	1	1	1	-1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11270000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11290000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11300000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11310000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11320000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11410000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11420000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11570000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11580000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11610000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11620000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11810000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11820000	1	1	1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	-1
binIII11920000	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII11930000	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12130000	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12140000	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12380000	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12390000	1	1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12570000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12580000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12680000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12690000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12700000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12710000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12790000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII12800000	1	-1	-1	1	-1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII13050000	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII13060000	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII13120000	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII13130000	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIII13783700	1	-1	-1	1	1	1	1	1	1	1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	1	-1	-1	-1	1	1	1	1	-1	1	1	-1	1	-1	1	1
binIV10000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	1
binIV720000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	1
binIV730000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	1	-1	-1	-1	-1	1	1	-1	1	1	-1	1	-1	-1	1	1	1	-1	1	1	1	1	-1	1	1
binIV770000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV780000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV790000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV980000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV990000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1000000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1070000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1080000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1150000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	-1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1160000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1270000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1280000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1320000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1330000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1390000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1400000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1410000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1470000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1480000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1650000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1660000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1820000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1830000	1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	1	1	-1	-1	-1	1	1	1	1	1	1	1	1	1	-1	1	-1
binIV1920000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV1930000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV1960000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV1970000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV1990000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2000000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2040000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2050000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2070000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2080000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2120000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2130000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2190000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2200000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2210000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2220000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2250000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2260000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2270000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2400000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2410000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2440000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2450000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2490000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	1	-1
binIV2500000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2510000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2530000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2540000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2550000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2610000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2620000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2630000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	-1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	-1	-1	1	-1
binIV2720000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1
binIV2730000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1
binIV2740000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1
binIV2750000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1
binIV2790000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	-1	-1	-1	-1
binIV2800000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	-1
binIV3470000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	-1
binIV3480000	-1	-1	-1	-1	-1	1	1	1	-1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	1	1	1	-1	-1	-1
binIV3800000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	1	1	1	1	1	-1	1	1	-1	-1	-1
binIV3810000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4030000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4040000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4240000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4250000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4350000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4360000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4600000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV4610000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV5140000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV5150000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	-1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV6440000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV6450000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV7920000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV7930000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV8820000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV8830000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9070000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9080000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9520000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9530000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9710000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9720000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9860000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV9870000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
binIV10240000	-1	-1	-1	-1	-1	1	1	1	1	1	-1	1	-1	-1	-1	-1	-1	1	-1	1	1	-1	1	-1	1	1	-1	1	1	1	1	-1	1	1	-1	-1	-1
